sent,action,ob0,role0,ob1,role1,ob2,role2,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38
the grey sphere give the blue dome to the white tower,give,blue Dome,theme ,white Tower,recipient ,grey Sphere,agent ,0.0000,0.9150,0.7970,0.0000,0.0000,0.8024,0.0000,0.0000,0.0000,0.0000,1.0000,0.7903,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.7458,0.7969,0.0000,0.9998,0.3537,0.0000,0.0000,0.9964,0.9212,0.9774,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3698,0.3322
the grey dome hop,hop,white Cone, ,green Sphere, ,grey Dome,agent ,0.0000,0.4946,0.6403,0.0000,0.0000,0.2870,0.0000,0.0000,0.0000,0.0000,0.2992,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1322,0.0000,0.0000,0.0000,0.0064,0.0000,0.0000,0.0000,0.0801,0.0188,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the green tower flip,flip,white Cube, ,blue Cone, ,green Tower,agent ,0.0000,0.4896,0.0439,0.0000,0.0000,0.5539,0.0000,0.0000,0.0000,0.0000,0.2967,0.7805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0186,0.0793,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8485
the yellow sphere flip,flip,red Dome, ,yellow Sphere,agent ,blue Cube, ,0.0000,0.8027,0.4885,0.0000,0.0000,0.2957,0.0000,0.0000,0.0000,0.0000,1.0000,0.2995,0.1041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4965,0.4562,0.2957,0.0000,0.4116,0.0000,0.6125,0.0000,0.0792,0.9793,0.0185,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8362,0.1000
the green tower spin,spin,grey Cone, ,green Tower,agent ,yellow Cube, ,0.0000,0.7016,0.4978,0.0000,0.0000,0.1995,0.0000,0.0000,0.0000,0.0000,0.2990,0.0000,0.0962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1193,0.1350,0.0000,0.1251,0.0000,0.0000,0.0000,0.0796,0.0199,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.9550,0.1000
the yellow sphere give the red cone to the white tower,give,yellow Sphere,agent ,red Cone,theme ,white Tower,recipient ,0.0000,0.7732,0.8022,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.9805,0.7892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1249,0.1006,0.7743,0.0000,0.7952,1.0000,0.7950,0.0000,0.9760,0.9961,0.9577,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3450,0.1000,0.3404
the yellow cube spin,spin,grey Tower, ,green Dome, ,yellow Cube,agent ,0.0000,0.5081,0.6894,0.0000,0.0000,0.1975,0.0000,0.0000,0.0000,0.0000,0.2991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3303,0.0000,0.0000,0.0000,0.0000,0.3268,0.3290,0.0000,0.0820,0.0196,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the blue dome give the green tower to the yellow cone,give,blue Dome,agent ,yellow Cone,recipient ,green Tower,theme ,0.0000,0.8015,0.8118,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.9657,0.6006,0.9932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0279,0.2322,1.0000,0.0000,0.7956,0.7396,0.7952,0.0000,0.9744,0.9506,0.9963,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3417,0.3332,0.1000
the white dome flip,flip,grey Sphere, ,yellow Cube, ,white Dome,agent ,0.0000,0.5001,0.8226,0.0000,0.0000,0.3349,0.0000,0.0000,0.0000,0.0000,0.0000,0.6273,0.2984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0151,0.4484,0.0000,0.0000,0.6531,0.2915,0.0867,0.0000,0.0783,0.0217,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8666
the white cube hop,hop,grey Dome, ,red Sphere, ,white Cube,agent ,0.0000,0.5104,0.5389,0.0000,0.0000,0.9207,0.0000,0.0000,0.0000,0.0000,0.2963,0.8484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8701,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0209,0.0810,0.9919,0.0000,0.0000,0.8203,0.0000,0.0000,0.7214,0.0000,0.0360,0.1000
the white cone hop,hop,blue Sphere, ,grey Cube, ,white Cone,agent ,0.0000,0.5014,0.8728,0.0000,0.0000,0.5339,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4551,0.0000,0.0000,0.0000,0.6268,0.3004,0.6180,0.0000,0.0791,0.0211,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the blue cylinder kick the white cube to the grey sphere,kick,grey Sphere,recipient ,white Cube,theme ,blue Cylinder,agent ,0.0000,0.9138,0.4192,0.0000,0.0000,0.5054,0.0000,0.0000,0.0000,0.0000,0.9932,0.9474,0.2754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2747,0.9855,0.9909,0.0000,0.9843,0.9977,0.0000,0.0000,0.1192,0.9845,0.9218,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3501,0.1000,0.3480
the grey cone spin,spin,green Cube, ,red Sphere, ,grey Cone,agent ,0.0000,0.5086,0.6891,0.0000,0.0000,0.1982,0.0000,0.0000,0.0000,0.0000,0.0000,0.2979,0.2958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1462,0.1589,0.0000,0.0000,0.1298,0.0988,0.1278,0.0000,0.0807,0.0210,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,1.0000
the yellow cube give the white dome to the red cylinder,give,red Cylinder,recipient ,white Dome,theme ,yellow Cube,agent ,0.0000,0.9150,0.8022,0.0000,0.0000,0.8431,0.0000,0.0000,0.0000,0.0000,1.0000,0.9842,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,1.0000,0.7952,0.0000,0.7589,0.2845,0.0000,0.0000,0.9703,0.9955,0.9627,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3450,0.1000,0.3483
the white sphere throw the yellow dome,throw,white Sphere,agent ,grey Cube, ,yellow Dome,theme ,0.0000,0.4301,0.4840,0.0000,0.0000,0.8311,0.0000,0.0000,0.0000,0.0000,0.2989,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8136,0.0000,0.1122,0.9978,0.0000,0.0000,0.9429,0.0209,0.9825,0.0000,0.0000,0.6323,0.0000,0.0000,0.7084,0.3311,0.1000,0.0000
the white cone spin,spin,white Cone,agent ,yellow Tower, ,grey Cube, ,0.0000,0.7149,0.2149,0.0000,0.0000,0.4999,0.0000,0.0000,0.0000,0.0000,0.1036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5064,0.0000,0.0000,0.5181,0.2614,0.0000,0.0214,0.0784,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
the green cylinder hop,hop,blue Tower, ,grey Sphere, ,green Cylinder,agent ,0.0000,0.4977,0.8371,0.0000,0.0000,0.3462,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4444,0.4298,0.0000,0.0000,0.6388,0.7201,0.5111,0.0000,0.0790,0.0205,0.9841,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.1000,0.1000
the green cylinder flip,flip,grey Dome, ,green Cylinder,agent ,red Tower, ,0.0000,0.2685,0.4820,0.0000,0.0000,0.7774,0.0000,0.0000,0.0000,0.0000,1.0000,0.2988,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4534,0.0000,0.1602,0.0000,0.3138,0.0947,0.2998,0.0000,0.0181,0.9793,0.0783,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8350,0.1000
the blue cylinder give the grey cube to the yellow sphere,give,blue Cylinder,agent ,grey Cube,theme ,yellow Sphere,recipient ,0.0000,0.8440,0.8030,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,0.5159,0.9885,0.7775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2860,0.7580,0.0000,0.7952,1.0000,0.7952,0.0000,0.9619,0.9958,0.9685,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3571,0.1000,0.3520
the white dome give the yellow cylinder to the green cone,give,yellow Cylinder,theme ,white Dome,agent ,green Cone,recipient ,0.0000,0.8439,0.9150,0.0000,0.0000,0.8010,0.0000,0.0000,0.0000,0.0000,0.7760,1.0000,0.5028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7640,0.7952,0.0000,0.0000,0.3008,0.7952,1.0000,0.0000,0.9957,0.9594,0.9693,0.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.3475,0.3385
the blue tower kick the grey dome to the green cube,kick,grey Dome,theme ,blue Tower,agent ,green Cube,recipient ,0.0000,0.4731,0.9139,0.0000,0.0000,0.3870,0.0000,0.0000,0.0000,0.0000,0.9547,0.0000,0.9892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9868,0.9988,0.0000,0.0000,0.9973,0.2957,0.9862,0.0000,0.9746,0.9231,0.0186,0.6083,0.0000,0.0000,0.5707,0.0000,0.0000,0.1000,0.3338,0.3383
the green sphere roll the yellow cube to the blue tower,roll,green Sphere,agent ,yellow Cube,theme ,blue Tower,recipient ,0.0000,0.4886,0.4028,0.0000,0.0000,0.9048,0.0000,0.0000,0.0000,0.0000,0.8115,0.2997,0.9418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2587,0.9994,0.9601,0.0000,0.7956,0.9961,0.0000,0.0000,0.9294,0.9855,0.0193,0.0000,0.2417,0.0000,0.0000,0.0000,0.0000,0.3433,0.9720,0.3426
the grey cube give the yellow sphere to the green cone,give,green Cone,recipient ,yellow Sphere,theme ,grey Cube,agent ,0.0000,0.9150,0.8001,0.0000,0.0000,0.8169,0.0000,0.0000,0.0000,0.0000,0.9295,0.9576,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7936,0.9999,0.7952,0.0000,0.7414,0.4896,0.0000,0.0000,0.9770,0.9949,0.9445,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3428,0.1000,0.3198
the red cylinder spin,spin,green Cone, ,red Cylinder,agent ,blue Cube, ,0.0000,0.2022,0.5009,0.0000,0.0000,0.7013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3065,0.0000,0.3129,0.3027,0.0000,0.0000,0.0218,0.0187,0.0784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,1.0000,0.1000
the white dome throw the blue cube to the grey sphere,throw,blue Cube,theme ,grey Sphere,recipient ,white Dome,agent ,0.0000,0.9150,0.5077,0.0000,0.0000,0.4521,0.0000,0.0000,0.0000,0.0000,0.0000,0.7644,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7952,0.9338,0.8186,0.0000,0.9984,0.0000,0.3364,0.0000,0.9959,0.0211,0.9441,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1000,0.3308,0.3452
the yellow cylinder roll the grey tower,roll,grey Tower,theme ,yellow Cylinder,agent ,red Dome, ,0.0000,0.6017,0.4530,0.0000,0.0000,0.4057,0.0000,0.0000,0.0000,0.0000,0.9419,0.2994,0.6980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2954,0.2193,0.0000,0.0000,0.0000,0.0000,0.9982,0.0000,0.9963,0.9272,0.0193,0.3117,0.0000,0.0000,0.2551,0.0000,0.0000,0.9433,0.3450,0.1000
the white dome kick the red tower,kick,red Tower,theme ,yellow Cone, ,white Dome,agent ,0.0000,0.6528,0.5219,0.0000,0.0000,0.3966,0.0000,0.0000,0.0000,0.0000,0.0000,0.9547,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6145,0.4351,0.0000,0.9956,0.5363,0.1464,0.0000,0.9747,0.0195,0.9228,0.6083,0.0000,0.0000,0.6052,0.0000,0.0000,0.1000,0.1000,0.3313
the green sphere hop,hop,white Cone, ,green Sphere,agent ,grey Tower, ,0.0000,0.8368,0.5143,0.0000,0.0000,0.5135,0.0000,0.0000,0.0000,0.0000,0.1700,0.2988,0.1068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2279,0.4814,0.0000,0.0814,0.9915,0.0214,0.0000,0.8203,0.0000,0.0000,0.8162,0.0000,0.1000,0.1000,0.1000
the blue cylinder flip,flip,red Dome, ,yellow Cone, ,blue Cylinder,agent ,0.0000,0.4856,0.2630,0.0000,0.0000,0.7623,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1571,0.4163,0.0000,0.0000,0.2272,0.0000,0.0000,0.0000,0.0186,0.0785,0.9792,0.0000,0.0000,0.7848,0.0000,0.0000,0.7433,0.1000,0.1000,0.8350
the grey cone throw the red sphere to the yellow cylinder,throw,red Sphere,theme ,yellow Cylinder,recipient ,grey Cone,agent ,0.0000,0.9150,0.4681,0.0000,0.0000,0.4521,0.0000,0.0000,0.0000,0.0000,0.2928,0.7660,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7950,0.9094,0.8163,0.0000,0.9994,0.0000,0.3875,0.0000,0.9957,0.0210,0.9426,0.6323,0.0000,0.0000,0.6039,0.0000,0.0000,0.1000,0.3565,0.3377
the blue sphere flip,flip,white Tower, ,blue Sphere,agent ,green Cylinder, ,0.0000,0.7797,0.5005,0.0000,0.0000,0.2849,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3960,0.0000,0.0000,0.0000,0.0000,0.2232,0.5055,0.0000,0.0809,0.9793,0.0191,0.0000,0.7848,0.0000,0.0000,0.7433,0.0000,0.1000,0.8061,0.1000
the green dome kick the yellow tower to the blue sphere,kick,blue Sphere,recipient ,green Dome,agent ,yellow Tower,theme ,0.0000,0.4015,0.9116,0.0000,0.0000,0.4899,0.0000,0.0000,0.0000,0.0000,0.9519,0.9932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9974,0.3962,0.9996,0.0000,0.0000,0.9975,0.9970,0.0000,0.0204,0.9150,0.9841,0.0000,0.0000,0.6083,0.0000,0.0000,0.5707,0.3391,0.3434,0.1000
the white cylinder give the blue cone to the red tower,give,red Tower,recipient ,white Cylinder,agent ,blue Cone,theme ,0.0000,0.8000,0.9150,0.0000,0.0000,0.8225,0.0000,0.0000,0.0000,0.0000,0.9916,1.0000,0.9775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7952,0.1258,0.0000,0.1312,0.7952,0.7431,0.0000,0.9634,0.9736,0.9962,0.0000,0.0000,0.0687,0.0000,0.0000,0.0000,0.3340,0.3390,0.1000
the green tower spin,spin,green Tower,agent ,red Sphere, ,white Dome, ,0.0000,0.6934,0.2008,0.0000,0.0000,0.5074,0.0000,0.0000,0.0000,0.0000,0.1013,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3419,0.3416,0.0000,0.0000,0.3415,0.0000,0.0000,0.0000,0.0197,0.0810,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9743,0.1000,0.1000
the red tower hop,hop,blue Sphere, ,white Dome, ,red Tower,agent ,0.0000,0.5108,0.9237,0.0000,0.0000,0.5622,0.0000,0.0000,0.0000,0.0000,0.2992,0.8931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0118,0.0000,0.0000,0.0000,0.9168,0.0000,0.0000,0.0000,0.0801,0.0220,0.9919,0.0000,0.0000,0.8203,0.0000,0.0000,0.7214,0.1304,0.1000,0.1000
the green sphere roll the red cylinder,roll,green Sphere,agent ,grey Dome, ,red Cylinder,theme ,0.0000,0.3926,0.3567,0.0000,0.0000,0.4951,0.0000,0.0000,0.0000,0.0000,0.3000,0.5963,0.9333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2665,0.0000,0.9976,0.0000,0.1344,0.4715,0.0000,0.0000,0.9222,0.0199,0.9929,0.0000,0.0000,0.1640,0.0000,0.0000,0.0000,0.3437,0.1000,0.8067
the red cylinder hop,hop,white Tower, ,red Cylinder,agent ,blue Cube, ,0.0000,0.8404,0.5020,0.0000,0.0000,0.3541,0.0000,0.0000,0.0000,0.0000,1.0000,0.2997,0.1019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4708,0.2614,0.5425,0.0000,0.3287,0.0000,0.6845,0.0000,0.0813,0.9841,0.0191,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.1000
the yellow cylinder hop,hop,white Dome, ,grey Cube, ,yellow Cylinder,agent ,0.0000,0.4986,0.6022,0.0000,0.0000,0.1205,0.0000,0.0000,0.0000,0.0000,0.0000,0.2992,0.2985,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0792,0.0205,0.9841,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.1000,0.1000
the red cube roll the yellow cone,roll,green Sphere, ,yellow Cone,theme ,red Cube,agent ,0.0000,0.4713,0.3921,0.0000,0.0000,0.4486,0.0000,0.0000,0.0000,0.0000,0.4072,0.9583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9552,0.0000,0.0000,0.3571,0.4558,0.2030,0.0000,0.0185,0.9951,0.9075,0.0000,0.2429,0.0000,0.0000,0.2563,0.0000,0.1000,0.8822,0.3402
the red sphere flip,flip,red Sphere,agent ,white Tower, ,blue Cone, ,0.0000,0.1034,0.5953,0.0000,0.0000,0.5040,0.0000,0.0000,0.0000,0.0000,0.0000,0.1074,0.8033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2971,0.0000,0.0000,0.0000,0.9793,0.0203,0.0805,0.7848,0.0000,0.0000,0.7433,0.0000,0.0000,0.8669,0.1000,0.1000
the blue cone kick the grey dome to the white cube,kick,blue Cone,agent ,grey Dome,theme ,white Cube,recipient ,0.0000,0.4924,0.4044,0.0000,0.0000,0.9119,0.0000,0.0000,0.0000,0.0000,0.5025,0.0000,0.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9939,0.9681,0.0000,0.9970,0.9676,0.3755,0.0000,0.9220,0.9842,0.0214,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3558,0.1000,0.3420
the yellow tower hop,hop,grey Cube, ,red Dome, ,yellow Tower,agent ,0.0000,0.5048,0.6785,0.0000,0.0000,0.3346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0875,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3453,0.0000,0.0000,0.0000,0.0637,0.0000,0.0399,0.0000,0.0797,0.0213,0.9915,0.0000,0.0000,0.8203,0.0000,0.0000,0.8162,0.1000,0.1000,0.1000
the grey dome throw the red sphere,throw,blue Cone, ,red Sphere,theme ,grey Dome,agent ,0.0000,0.7945,0.4245,0.0000,0.0000,0.4925,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.2942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0987,0.7727,0.0000,0.0000,0.9977,0.0000,0.0000,0.0000,0.0197,0.9829,0.9440,0.0000,0.6323,0.0000,0.0000,0.7084,0.0000,0.1000,0.0000,0.3476
the red cylinder hop,hop,grey Cone, ,blue Tower, ,red Cylinder,agent ,0.0000,0.4963,0.5743,0.0000,0.0000,0.0817,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1577,0.0000,0.0000,0.0398,0.0000,0.0000,0.0809,0.0184,0.9841,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.1000,0.1000,0.1000
the green cone throw the yellow dome to the grey cylinder,throw,grey Cylinder,recipient ,green Cone,agent ,yellow Dome,theme ,0.0000,0.4425,0.9150,0.0000,0.0000,0.4951,0.0000,0.0000,0.0000,0.0000,0.9733,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9987,0.8183,0.3036,0.0000,0.0000,0.7952,0.9314,0.0000,0.0216,0.9481,0.9961,0.0000,0.0000,0.6323,0.0000,0.0000,0.6039,0.3619,0.3480,0.1000
the grey cone spin,spin,yellow Dome, ,green Cube, ,grey Cone,agent ,0.0000,0.4982,0.7026,0.0000,0.0000,0.2009,0.0000,0.0000,0.0000,0.0000,0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4395,0.1822,0.0000,0.4424,0.0000,0.0000,0.0000,0.0780,0.0216,0.0185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9315
the blue cube flip,flip,yellow Tower, ,red Cone, ,blue Cube,agent ,0.0000,0.4945,0.3331,0.0000,0.0000,0.8248,0.0000,0.0000,0.0000,0.0000,0.2964,0.7494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6336,0.1779,0.0000,0.4141,0.2527,0.4723,0.0000,0.0205,0.0784,0.9857,0.0000,0.0000,0.7855,0.0000,0.0000,0.7047,0.1000,0.1000,0.8666
the blue cylinder spin,spin,white Cube, ,green Tower, ,blue Cylinder,agent ,0.0000,0.5103,0.1911,0.0000,0.0000,0.6807,0.0000,0.0000,0.0000,0.0000,0.2971,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3725,0.0000,0.0000,0.3786,0.3880,0.0000,0.0202,0.0819,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.1000,0.9763
the grey dome kick the white tower,kick,yellow Cube, ,white Tower,theme ,grey Dome,agent ,0.0000,0.8955,0.4042,0.0000,0.0000,0.4764,0.0000,0.0000,0.0000,0.0000,1.0000,0.9340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5201,0.9933,0.0000,0.0000,0.9206,0.0000,0.0383,0.0000,0.0212,0.9737,0.9157,0.0000,0.6083,0.0000,0.0000,0.6052,0.0000,0.1000,0.1000,0.3538
the yellow cube spin,spin,red Sphere, ,yellow Cube,agent ,white Cylinder, ,0.0000,0.2075,0.5090,0.0000,0.0000,0.6985,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0208,0.0207,0.0810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,1.0000,0.1000
the grey dome spin,spin,grey Dome,agent ,green Cone, ,yellow Cube, ,0.0000,0.7162,0.2154,0.0000,0.0000,0.4987,0.0000,0.0000,0.0000,0.0000,0.1093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5265,0.4961,0.0000,0.0000,0.4788,0.0000,0.0000,0.0000,0.0215,0.0781,0.0215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9913,0.1000,0.1000
the grey cylinder roll the blue cube,roll,grey Cylinder,agent ,yellow Tower, ,blue Cube,theme ,0.0000,0.3996,0.3655,0.0000,0.0000,0.6925,0.0000,0.0000,0.0000,0.0000,0.2997,1.0000,0.9473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7688,0.9862,0.0000,0.0000,0.6713,0.7407,0.0000,0.9221,0.0186,0.9952,0.0000,0.0000,0.1637,0.0000,0.0000,0.0000,0.3380,0.1000,0.8424
the grey cone hop,hop,grey Cone,agent ,yellow Cylinder, ,red Cube, ,0.0000,0.6496,0.2779,0.0000,0.0000,0.4990,0.0000,0.0000,0.0000,0.0000,0.1083,0.0000,0.0730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3106,0.0000,0.9915,0.0795,0.0203,0.8203,0.0000,0.0000,0.8162,0.0000,0.0000,0.1000,0.1000,0.1000
the green dome kick the grey cone,kick,green Dome,agent ,white Cube, ,grey Cone,theme ,0.0000,0.3943,0.5042,0.0000,0.0000,0.6905,0.0000,0.0000,0.0000,0.0000,0.0000,0.1088,0.9109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9549,0.0000,0.0000,0.6147,0.4640,0.0000,0.9160,0.0180,0.9740,0.0000,0.0000,0.6083,0.0000,0.0000,0.6052,0.3435,0.1000,0.1000
the grey tower roll the red cube to the green cylinder,roll,grey Tower,agent ,green Cylinder,recipient ,red Cube,theme ,0.0000,0.3905,0.4642,0.0000,0.0000,0.9171,0.0000,0.0000,0.0000,0.0000,1.0000,0.4644,0.9705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9997,0.0000,0.9711,0.0000,0.3493,0.9775,0.9545,0.0000,0.9152,0.4774,0.9792,0.0000,0.0000,0.2427,0.0000,0.0000,0.0000,0.3452,0.3568,0.8460
the red cylinder kick the yellow tower to the white cube,kick,white Cube,recipient ,yellow Tower,theme ,red Cylinder,agent ,0.0000,0.9144,0.4049,0.0000,0.0000,0.4905,0.0000,0.0000,0.0000,0.0000,1.0000,0.9398,0.2996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9884,0.9967,0.0000,0.9894,0.9975,0.2568,0.0000,0.0210,0.9773,0.9141,0.0000,0.6083,0.0000,0.0000,0.5707,0.0000,0.3344,0.1000,0.3322
the red cylinder give the grey cube to the green tower,give,red Cylinder,agent ,grey Cube,theme ,green Tower,recipient ,0.0000,0.7745,0.8006,0.0000,0.0000,0.9150,0.0000,0.0000,0.0000,0.0000,1.0000,0.9722,0.7868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1012,0.1269,0.7714,0.0000,0.7952,1.0000,0.7947,0.0000,0.9713,0.9960,0.9580,0.0000,0.0687,0.0000,0.0000,0.0000,0.0000,0.3554,0.1000,0.3452
the grey tower spin,spin,grey Tower,agent ,green Dome, ,red Cylinder, ,0.0000,0.2063,0.6942,0.0000,0.0000,0.5120,0.0000,0.0000,0.0000,0.0000,0.0000,0.1049,0.2994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4902,0.0000,0.2462,0.4725,0.0000,0.0000,0.0195,0.0217,0.0807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1000,0.1000
